SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
RPOWER,EQ,3.9,4.05,3.75,3.75,3.75,3.9,33251600,126858780.8,13-Jul-20,15604,INE614G01033
RPPINFRA,EQ,61,64.4,61,62.25,62,62.35,4095,256141.55,13-Jul-20,104,INE324L01013
RPPL,SM,78,78.15,78,78.15,78.15,74.5,2000,156150,13-Jul-20,2,INE760W01015
RSSOFTWARE,EQ,17.1,17.2,16.5,16.7,16.6,16.55,10158,171121.15,13-Jul-20,92,INE165B01029
RSWM,EQ,76,76.7,73.55,73.9,73.9,74.8,11052,821615.6,13-Jul-20,169,INE611A01016
RSYSTEMS,EQ,102.55,105,99,100.1,100.05,99.3,26842,2739255.9,13-Jul-20,548,INE411H01032
RTNINFRA,BE,3.2,3.2,3.2,3.2,3.2,3.05,25830,82656,13-Jul-20,42,INE834M01019
RTNPOWER,EQ,2.4,2.4,2.4,2.4,2.4,2.3,461268,1107043.2,13-Jul-20,291,INE399K01017
RUBYMILLS,EQ,156.25,164.85,156.25,160,160,161,716,114977.75,13-Jul-20,58,INE301D01026
RUCHI,EQ,1056,1056,1056,1056,1056,1005.75,22922,24205632,13-Jul-20,1480,INE619A01035
RUCHINFRA,BE,20.05,20.05,19.1,20.05,20.05,19.1,1241431,24869133.4,13-Jul-20,3306,INE413B01023
RUCHIRA,EQ,53.3,53.3,50.3,50.85,50.7,52.4,78696,4021135.35,13-Jul-20,1054,INE803H01014
RUPA,EQ,167,168,165.05,165.25,165.5,165.6,26010,4315753.65,13-Jul-20,619,INE895B01021
RUSHIL,EQ,115,115,107.75,108.4,109,108.85,4202,458090.7,13-Jul-20,201,INE573K01017
RVNL,EQ,20.1,20.2,19.65,19.75,19.8,19.65,3566139,70851005.8,13-Jul-20,9173,INE415G01027
S&SPOWER,BE,15.75,15.75,14.9,15.7,15.75,15,4888,76040.2,13-Jul-20,30,INE902B01017
SABEVENTS,BE,1.05,1.1,1.05,1.1,1.1,1.1,14325,15741.25,13-Jul-20,13,INE860T01019
SABTN,BE,1.85,1.85,1.85,1.85,1.85,1.9,675,1248.75,13-Jul-20,4,INE416A01036
SADBHAV,EQ,51.15,51.15,50.3,51.15,51.15,48.75,1191752,60929097.8,13-Jul-20,3676,INE226H01026
SADBHIN,EQ,17.1,17.25,17.1,17.25,17.25,16.45,241139,4154519.8,13-Jul-20,363,INE764L01010
SAFARI,EQ,379.6,379.6,366.95,368.5,371.8,374.95,9409,3481569.4,13-Jul-20,975,INE429E01023
SAGARDEEP,EQ,131,131,128.5,129.6,129.7,128.25,49879,6462280.2,13-Jul-20,329,INE976T01013
SAGCEM,EQ,370.05,404.55,369.1,394.35,399,372.75,31210,12070475.6,13-Jul-20,1216,INE229C01013
SAIL,EQ,38.7,38.7,35.5,35.75,35.95,36.9,92261841,3390064331,13-Jul-20,129786,INE114A01011
SAKAR,EQ,61,62.05,58.15,58.75,59.45,60.75,7903,469774.65,13-Jul-20,176,INE732S01012
SAKHTISUG,BE,9.65,9.65,9.3,9.35,9.3,9.4,9410,88725.2,13-Jul-20,36,INE623A01011
SAKSOFT,EQ,197,197,187.35,191.2,190,192.05,6642,1278409.5,13-Jul-20,266,INE667G01015
SAKUMA,BE,6.35,6.8,6.35,6.4,6.45,6.6,190673,1230159.15,13-Jul-20,519,INE190H01024
SALASAR,BE,178.25,183.5,177.75,179.6,179,180.7,27149,4891048.1,13-Jul-20,163,INE170V01019
SALONA,EQ,58.5,58.5,55.05,55.05,55.05,56,66,3743.7,13-Jul-20,3,INE498E01010
SALSTEEL,BE,3.1,3.15,3.1,3.1,3.1,3.25,35284,109395.4,13-Jul-20,55,INE658G01014
SALZERELEC,EQ,90.45,91.9,87.1,87.75,87.55,89.75,29023,2597386.2,13-Jul-20,985,INE457F01013
SAMBHAAV,EQ,2.45,2.65,2.45,2.45,2.45,2.55,10818,26908.9,13-Jul-20,50,INE699B01027
SANCO,EQ,10,10.2,9.75,10,10.2,9.75,17109,171076.65,13-Jul-20,73,INE782L01012
SANDESH,EQ,504,504,486.25,498.15,498.5,493.6,159,78869.7,13-Jul-20,29,INE583B01015
SANDHAR,EQ,225,225,211.05,211.95,211.05,219.95,13674,2990653.95,13-Jul-20,896,INE278H01035
SANGAMIND,EQ,45.85,46.95,45.15,46.05,46.05,45.9,6175,284484.7,13-Jul-20,62,INE495C01010
SANGHIIND,EQ,24.85,24.9,23.55,23.85,24,24.6,483087,11643997.8,13-Jul-20,1608,INE999B01013
SANGHVIFOR,EQ,16.4,17.4,16.2,16.2,16.2,16.8,4472,73528.95,13-Jul-20,49,INE263L01013
SANGHVIMOV,EQ,66,67.4,61.2,63,62.9,65.8,16585,1064325,13-Jul-20,494,INE989A01024
SANGINITA,EQ,85.95,91.8,77.05,91.45,91.45,84.7,42560,3602298.75,13-Jul-20,402,INE753W01010
SANOFI,EQ,7640,7674.95,7595,7613.55,7600,7631.5,20058,152982970.3,13-Jul-20,5290,INE058A01010
SANWARIA,BE,3,3,3,3,3,2.9,559982,1679946,13-Jul-20,304,INE890C01046
SARDAEN,EQ,173.2,176.3,167.1,168.05,168.25,171.45,44467,7628034.6,13-Jul-20,1783,INE385C01013
SAREGAMA,EQ,424,434.9,424,426.9,426.85,427.35,4578,1971014.5,13-Jul-20,215,INE979A01017
SARLAPOLY,EQ,18.65,18.65,17.1,17.35,17.4,18,38265,668608.7,13-Jul-20,180,INE453D01025
SARVESHWAR,SM,13.75,13.75,13.75,13.75,13.75,13.1,1600,22000,13-Jul-20,1,INE324X01018
SASKEN,EQ,467.7,474.05,464,466.05,464,465.35,6834,3195792.5,13-Jul-20,501,INE231F01020
SASTASUNDR,EQ,82.1,82.1,75.45,77.55,77.5,78.65,1631,126126.7,13-Jul-20,117,INE019J01013
SATHAISPAT,BE,2.15,2.35,2.15,2.3,2.3,2.25,5746,12576.7,13-Jul-20,21,INE176C01016
SATIA,EQ,81,85.6,76.25,80.3,82,78.7,112631,9249362.65,13-Jul-20,1246,INE170E01023
SATIN,EQ,91.4,92.9,86.6,89.15,88.85,91.1,105384,9478269.7,13-Jul-20,1094,INE836B01017
SBICARD,EQ,706,708.45,693.1,698.2,699.9,703.15,1082265,755368327.2,13-Jul-20,43478,INE018E01016
SBIETFQLTY,EQ,95.5,96.9,95.1,96.84,96.9,95.06,3359,322810.1,13-Jul-20,99,INF200KA1WX6
SBILIFE,EQ,867.85,867.85,848.15,862.95,866,860.2,668675,572922214.4,13-Jul-20,27059,INE123W01016
SBIN,EQ,198.8,199.8,191.6,192.7,193,195.6,61952344,12054138665,13-Jul-20,271373,INE062A01020
SBIN,N2,10800,10800,10720.25,10758.85,10770,10765.9,145,1558185.84,13-Jul-20,36,INE062A08025
SBIN,N5,10926,10926,10870.01,10875.35,10890,10925.09,2608,28412805.69,13-Jul-20,278,INE062A08058
SBIN,N6,10770,10770,10750,10770,10770,10801,37,398240,13-Jul-20,6,INE062A08066
SCAPDVR,BE,1.6,1.6,1.6,1.6,1.6,1.55,91426,146281.6,13-Jul-20,36,INE224E01036
SCHAEFFLER,EQ,3654.5,3654.5,3562.45,3598.55,3600,3600.55,8056,28986522.65,13-Jul-20,2128,INE513A01014
SCHAND,BE,58.6,58.6,53.15,54.35,54.5,55.85,55796,3152313.35,13-Jul-20,382,INE807K01035
SCHNEIDER,EQ,82.25,83.95,81.25,82.15,81.7,82.25,145680,12056556.95,13-Jul-20,1766,INE839M01018
SCI,EQ,59.6,62.6,57.85,61.6,61.35,59.05,5714510,348439375.8,13-Jul-20,20298,INE109A01011
SDBL,EQ,66.1,66.4,62.75,62.75,62.75,66.05,59765,3786196.5,13-Jul-20,942,INE480C01012
SEAMECLTD,EQ,402.15,409,385.55,396.45,395,416.1,41715,16640891.1,13-Jul-20,2438,INE497B01018
SELAN,EQ,122,124.15,110.6,114.55,114.05,121.05,54210,6266969.1,13-Jul-20,2075,INE818A01017
SELMCL,BZ,1.3,1.3,1.3,1.3,1.3,1.25,115768,150498.4,13-Jul-20,39,INE105I01012
SEPOWER,BE,2.9,3,2.85,2.95,2.95,2.95,15620,45153.2,13-Jul-20,54,INE735M01018
SEQUENT,EQ,93.65,109,92.3,104.85,104.3,92.75,6117573,633127504.8,13-Jul-20,32369,INE807F01027
SERVOTECH,SM,14.8,14.8,14.8,14.8,14.8,14.1,4000,59200,13-Jul-20,1,INE782X01017
SESHAPAPER,EQ,151.9,154.45,151.1,152.6,152.9,150.55,23484,3585397.2,13-Jul-20,681,INE630A01024
SETCO,EQ,10,10.2,9.7,9.95,10,10,62596,623011.4,13-Jul-20,342,INE878E01021
SETF10GILT,EQ,198.7,198.7,197.05,198.7,198.7,201.3,52,10249.9,13-Jul-20,3,INF200KA1JT1
SETFGOLD,EQ,4429.95,4683.6,4401.5,4423.6,4423.7,4418.45,15378,67877777.95,13-Jul-20,2525,INF200K01099
SETFNIF50,EQ,114,114,111.32,111.53,111.55,111.34,110406,12342512.53,13-Jul-20,1039,INF200KA1FS1
SETFNIFBK,EQ,227.94,227.94,219.9,220.88,221,224.09,112204,24997158.14,13-Jul-20,1390,INF200KA1580
SETFNN50,EQ,273,273,267.1,269.88,270.99,269.12,3600,970307.06,13-Jul-20,256,INF200KA1598
SETUINFRA,BE,1.15,1.2,1.1,1.1,1.1,1.15,246440,273365,13-Jul-20,107,INE023M01027
SEYAIND,EQ,87.05,88.5,82.95,83.05,84,87.3,74802,6264188.95,13-Jul-20,572,INE573R01012
SEZAL,BZ,2.5,2.5,2.5,2.5,2.5,2.4,26871,67177.5,13-Jul-20,32,INE955I01036
SFL,EQ,1449,1462.95,1432.85,1450.2,1447,1436.35,5003,7268950.4,13-Jul-20,1144,INE916U01025
SGBAPR28I,GB,4898,4898,4819,4820,4820,4841.61,2107,10161813.87,13-Jul-20,80,IN0020200062
SGBAUG24,GB,4901.5,4901.5,4866,4890,4890,4901.2,167,815157,13-Jul-20,19,IN0020160027
SGBAUG27,GB,4940,4940,4860,4900,4900,4810,107,528120,13-Jul-20,12,IN0020190107
SGBDC27VII,GB,4871,4871,4871,4871,4871,4871,5,24355,13-Jul-20,3,IN0020190461
SGBFEB24,GB,4909.4,4909.4,4861.05,4877,4877,4895,46,224382.45,13-Jul-20,20,IN0020150101
SGBFEB27,GB,4851,4851,4851,4851,4851,4850,1,4851,13-Jul-20,1,IN0020180561
SGBFEB28IX,GB,4805,4805,4800.01,4801.6,4800.01,4854.66,5,24008.01,13-Jul-20,3,IN0020190545
SGBJ28VIII,GB,4782,4782,4782,4782,4782,4865.99,4,19128,13-Jul-20,1,IN0020190537
SGBJAN27,GB,4849,4849,4849,4849,4849,4825,30,145470,13-Jul-20,2,IN0020180462
SGBJUL25,GB,4840,4880.95,4840,4880.95,4880.95,4835,11,53362.85,13-Jul-20,4,IN0020170034
SGBJUL27,GB,4840,4869.99,4840,4869.99,4869.99,4870,24,116199.99,13-Jul-20,4,IN0020190081
SGBJUN28,GB,4800,4840,4798,4832.32,4825.15,4797.92,648,3120716.78,13-Jul-20,106,IN0020200104
SGBMAR24,GB,4868,4868,4850,4850,4850,4870,99,480211.7,13-Jul-20,14,IN0020150119
SGBMAR25,GB,4846,4885,4846,4851,4851,4837.87,26,126121,13-Jul-20,6,IN0020160126
SGBMAR28X,GB,4849,4849,4840,4840,4840,4820.56,112,542098,13-Jul-20,5,IN0020190552
SGBMAY25,GB,4850,4850,4850,4850,4850,4840,1,4850,13-Jul-20,1,IN0020170018
SGBMAY26,GB,4781,4840,4781,4840,4840,4810,2,9621,13-Jul-20,2,IN0020180033
SGBMAY28,GB,4800,4839.99,4800,4830.7,4825,4809.13,432,2085060.56,13-Jul-20,56,IN0020200088
SGBNOV23,GB,4975,4975,4875,4975,4975,4892.07,307,1509590.6,13-Jul-20,33,IN0020150085
SGBNOV24,GB,4817.5,4899.95,4817.5,4883,4883,4836.57,132,644493.86,13-Jul-20,32,IN0020160076
SGBNOV25,GB,4899,4915,4899,4915,4915,4830.01,10,49054,13-Jul-20,2,IN0020170091
SGBNOV258,GB,4850,4850,4850,4850,4850,4850,3,14550,13-Jul-20,1,IN0020170109
SGBNOV26,GB,4850,4875,4850,4850,4850,4825,71,345375,13-Jul-20,4,IN0020180314
SGBOCT25,GB,4850,4850,4850,4850,4850,4939,1,4850,13-Jul-20,1,IN0020170059
SGBOCT25IV,GB,4870,4890,4870,4886.83,4890,4870,81,395690,13-Jul-20,8,IN0020170067
SGBOCT25V,GB,4770,4890,4770,4885,4885,4802.01,14,68195,13-Jul-20,3,IN0020170075
SGBOCT26,GB,4865,4865,4850,4850,4850,4820,33,160470,13-Jul-20,3,IN0020180249
SGBOCT27,GB,4990,4990,4492.3,4826.81,4826,4834,175,826509.4,13-Jul-20,36,IN0020190370
SGBOCT27VI,GB,4849,4849,4786,4847,4847,4810,123,592937,13-Jul-20,17,IN0020190388
SGBSEP24,GB,4830,4920,4830,4874.95,4874.95,4871.94,40,195099.9,13-Jul-20,11,IN0020160043
SGBSEP27,GB,4870,4871.9,4830,4833,4833,4871.9,12,58170.6,13-Jul-20,4,IN0020190115
SGL,EQ,8.6,8.6,8.3,8.45,8.5,8.5,10673,90322.5,13-Jul-20,100,INE353H01010
SHAHALLOYS,BE,8.05,8.4,8.05,8.4,8.4,8,2013,16905.7,13-Jul-20,28,INE640C01011
SHAKTIPUMP,BE,184.8,189,180,181.5,183,182.35,14541,2684599.95,13-Jul-20,290,INE908D01010
SHALBY,EQ,73.2,75.5,72.05,73.95,74,72.65,143010,10551602.6,13-Jul-20,2052,INE597J01018
SHALPAINTS,EQ,61.35,61.35,58.55,59.35,59,59.85,73776,4394564,13-Jul-20,705,INE849C01026
SHANKARA,EQ,353.25,364,350.5,353.7,354.9,356.3,33914,12066338.3,13-Jul-20,1339,INE274V01019
SHANTIGEAR,EQ,92,92.45,86.4,88.95,87.7,88.9,132435,11991984.85,13-Jul-20,2750,INE631A01022
SHARDACROP,EQ,275.1,280,262,263.75,263.65,274.65,51500,13742652.1,13-Jul-20,1786,INE221J01015
SHARDAMOTR,EQ,770.45,798.8,765.45,772.45,777.85,777.3,2922,2270171.95,13-Jul-20,388,INE597I01010
SHARIABEES,EQ,255.8,264.5,250,261.16,264,255.85,1983,512403.16,13-Jul-20,99,INF732E01128
SHEMAROO,EQ,65.95,65.95,60.9,61.6,61.7,64.1,114587,7068783.5,13-Jul-20,1307,INE363M01019
SHIL,EQ,76.9,78.8,76.4,77,77,76.9,97645,7514672.35,13-Jul-20,602,INE05AN01011
SHILPAMED,EQ,507.5,513.3,487.2,495.8,494,508.75,85141,42185634.45,13-Jul-20,3612,INE790G01031
SHIRPUR-G,EQ,8.3,8.3,7.7,7.75,7.85,8,43753,352068.25,13-Jul-20,117,INE196B01016
SHIVAMAUTO,BE,15.05,15.4,14.8,15.1,15.35,15.05,51677,778681.25,13-Jul-20,247,INE637H01024
SHIVAMILLS,EQ,24.55,25,24.05,24.3,24.3,24.9,2660,64976.05,13-Jul-20,26,INE644Y01017
SHIVATEX,EQ,93.25,93.25,85.4,85.4,85.4,89.85,4170,359178.65,13-Jul-20,80,INE705C01020
SHK,EQ,68.65,69.35,66.6,67.7,67.65,68.75,1188440,80748894.55,13-Jul-20,10132,INE500L01026
SHOPERSTOP,EQ,168,168,159.6,160.65,161.8,168,167356,27244282.25,13-Jul-20,4070,INE498B01024
SHREDIGCEM,EQ,53.6,54.45,51,51.7,52.25,53.1,744197,38956300.25,13-Jul-20,3502,INE232A01011
SHREECEM,EQ,22460,22627.85,22250,22311.2,22300,22295.4,52262,1170318777,13-Jul-20,14024,INE070A01015
SHREEPUSHK,EQ,95.8,98.1,95.8,96.85,96.5,94.6,18203,1759356.15,13-Jul-20,533,INE712K01011
SHREERAMA,EQ,4.95,4.95,4.6,4.85,4.85,4.8,22485,108775,13-Jul-20,33,INE879A01019
SHRENIK,EQ,46.9,46.95,45.4,46.6,46.9,45.55,39162,1819446.45,13-Jul-20,164,INE632X01022
SHREYANIND,EQ,79.95,79.95,77,77.45,78.35,78.05,14816,1156916.1,13-Jul-20,396,INE231C01019
SHREYAS,EQ,62.85,64.1,60.85,61.3,61.85,61.8,11442,713338.65,13-Jul-20,203,INE757B01015
SHRIPISTON,BE,609.05,609.05,575,598,598,588.05,1016,584607.5,13-Jul-20,5,INE526E01018
SHRIRAMCIT,EQ,709.9,717.95,695,699.35,700,706.35,55116,38804933.9,13-Jul-20,3160,INE722A01011
SHRIRAMEPC,EQ,4.6,4.6,4.6,4.6,4.6,4.4,279187,1284260.2,13-Jul-20,99,INE964H01014
SHUBHLAXMI,SM,17.2,17.9,17.2,17.9,17.9,17.05,2000,35100,13-Jul-20,2,INE01Z401013
SHYAMCENT,BE,3.65,3.65,3.45,3.45,3.45,3.6,14856,51917.35,13-Jul-20,19,INE979R01011
SICAGEN,EQ,13.1,13.7,12.7,13.7,13.7,13.05,3733,50362.4,13-Jul-20,36,INE176J01011
SICAL,EQ,10.4,10.4,9.65,9.7,9.65,10.1,373356,3661051.25,13-Jul-20,663,INE075B01012
SIEMENS,EQ,1143.4,1149.75,1121.7,1143.65,1141.95,1137.85,606460,689086101.1,13-Jul-20,22328,INE003A01024
SIGIND,EQ,22.25,22.95,22.25,22.35,22.35,22.25,2551,57530.95,13-Jul-20,49,INE529F01035
SIL,BE,9.35,9.8,9.2,9.3,9.25,9.4,11917,115178.1,13-Jul-20,22,INE173A01025
SILINV,EQ,135.6,144.3,135.6,136.95,136.95,139.05,1176,161036.15,13-Jul-20,56,INE923A01015
SILLYMONKS,EQ,31.05,31.05,31.05,31.05,31.05,29.6,100,3105,13-Jul-20,1,INE203Y01012
SIMBHALS,BE,7.05,7.35,6.8,7.2,7.2,7.15,8049,56020.05,13-Jul-20,25,INE748T01016
SIMPLEXINF,EQ,35.2,35.9,34.6,35.9,35.9,34.2,155028,5528575.95,13-Jul-20,457,INE059B01024
SINTERCOM,SM,67.5,67.5,66,66,66,65,6000,399000,13-Jul-20,3,INE129Z01016
SINTEX,BE,2.6,2.6,2.55,2.55,2.55,2.65,1894804,4839085.95,13-Jul-20,913,INE429C01035
SIRCA,EQ,220,220,211.05,213.35,213.8,216.75,16301,3498646.15,13-Jul-20,495,INE792Z01011
SIS,EQ,379.9,380.7,373,374.6,373,377.15,23779,8945925.2,13-Jul-20,1232,INE285J01028
SITINET,BE,1.85,1.9,1.8,1.8,1.8,1.85,181045,327601.75,13-Jul-20,177,INE965H01011
SIYSIL,EQ,135,135,130.25,132.4,131.65,132.4,40706,5361922.35,13-Jul-20,1221,INE076B01028
SJVN,EQ,22.5,22.5,22.15,22.25,22.35,22.45,901411,20089931.7,13-Jul-20,2900,INE002L01015
SKFINDIA,EQ,1800,1805,1749.6,1755,1757.5,1759.5,169172,297563507.8,13-Jul-20,10674,INE640A01023
SKIL,BE,4.6,4.7,4.45,4.5,4.5,4.6,19854,91993.6,13-Jul-20,22,INE429F01012
SKIPPER,EQ,39.4,39.4,36.5,36.9,36.95,37.95,115781,4322014.3,13-Jul-20,2246,INE439E01022
SKMEGGPROD,EQ,37,37,35,35.4,35.2,35.8,15340,550442.05,13-Jul-20,261,INE411D01015
SMARTLINK,EQ,69.5,70.75,68.25,68.6,68.25,69.3,7328,505562.95,13-Jul-20,145,INE178C01020
SMLISUZU,EQ,420.95,423,411,412.15,413,420.8,51075,21225622.9,13-Jul-20,2409,INE294B01019
SMPL,BZ,0.35,0.35,0.25,0.25,0.25,0.3,12162,3616.2,13-Jul-20,9,INE215G01021
SMSLIFE,EQ,324,376,319.55,361.25,361,318.5,246019,87789601.6,13-Jul-20,9321,INE320X01016
SMSPHARMA,EQ,74.8,76.7,70.1,72.4,72.75,72.05,1315539,96727417.65,13-Jul-20,11667,INE812G01025
SNOWMAN,EQ,31.8,33,31.05,31.15,31.35,31.55,582885,18491936.05,13-Jul-20,2776,INE734N01019
SOBHA,EQ,238.4,240,230.5,232.2,232.6,235.7,216741,50739216.8,13-Jul-20,4505,INE671H01015
SOFTTECH,SM,38,38.5,35.5,38.5,38.5,37.1,11200,420560,13-Jul-20,7,INE728Z01015
SOLARA,EQ,660,707.7,660,697.75,699,656.1,339601,235889548.8,13-Jul-20,10596,INE624Z01016
SOLARINDS,EQ,1005,1014.85,992.1,996.65,997.25,1003.6,47461,47359457.75,13-Jul-20,764,INE343H01029
SOLEX,SM,22.25,26.5,22.25,24.35,26.5,27,4000,97500,13-Jul-20,2,INE880Y01017
SOMANYCERA,EQ,118.95,120,117,119.2,118.05,117.4,52952,6276186.55,13-Jul-20,1224,INE355A01028
SOMATEX,BE,2.8,2.8,2.7,2.7,2.7,2.8,1142,3083.5,13-Jul-20,4,INE314C01013
SOMICONVEY,EQ,20,20,17.75,17.95,18,18.55,46199,869599.15,13-Jul-20,341,INE323J01019
SONAMCLOCK,SM,40.3,40.3,40.3,40.3,40.3,40.15,45000,1813500,13-Jul-20,7,INE00LM01011
SONATSOFTW,EQ,234.45,239,233.6,235.05,235.6,233.25,197713,46713511.85,13-Jul-20,4852,INE269A01021
SORILINFRA,EQ,59.55,61.2,56.55,56.65,57,59.5,76787,4483119.85,13-Jul-20,1084,INE034H01016
SOTL,EQ,697,697,660,666.1,664.7,667.55,2183,1464497.65,13-Jul-20,213,INE035D01012
SOUTHBANK,EQ,8.1,8.1,7.75,7.8,7.85,8,14560595,114672324.9,13-Jul-20,27364,INE683A01023
SOUTHWEST,BE,21.1,21.95,20.75,21.25,21.2,21.1,5004,104654.85,13-Jul-20,19,INE980Y01015
SPAL,EQ,78.6,81.1,76.25,78.2,78,78.55,16417,1300171.25,13-Jul-20,357,INE212I01016
SPANDANA,EQ,701.85,701.85,701.85,701.85,701.85,668.45,12975,9106503.75,13-Jul-20,119,INE572J01011
SPARC,EQ,170,172.1,166.45,167.3,167,169.45,1040599,175800812.9,13-Jul-20,12253,INE232I01014
SPCENET,BE,1.15,1.15,1.15,1.15,1.15,1.2,1100,1265,13-Jul-20,6,INE970N01027
SPECIALITY,EQ,34,34.5,31.5,31.75,31.75,34.25,83868,2721718.75,13-Jul-20,650,INE247M01014
SPENCERS,EQ,94.9,97.3,91.65,92.35,92.3,95,1324232,124211576.4,13-Jul-20,10613,INE020801028
SPENTEX,BE,0.75,0.75,0.75,0.75,0.75,0.8,49779,37334.25,13-Jul-20,65,INE376C01020
SPIC,EQ,22.1,22.25,21.15,21.3,21.4,21.8,173167,3744955,13-Jul-20,874,INE147A01011
SPICEJET,EQ,50.45,50.5,49.6,49.7,49.65,49.9,1226902,61271651.25,13-Jul-20,6699,INE285B01017
SPLIL,EQ,30,30.8,29.1,29.3,29.1,29.8,17276,514487.75,13-Jul-20,226,INE978G01016
SPMLINFRA,EQ,9.1,9.15,8.75,8.8,8.8,8.75,14191,128196.35,13-Jul-20,63,INE937A01023
SPTL,BE,3.05,3.05,2.85,2.85,2.85,2.95,3298890,9607688.25,13-Jul-20,1780,INE501W01021
SPYL,BE,0.3,0.35,0.25,0.3,0.3,0.3,484095,157116.35,13-Jul-20,147,INE268L01020
SREEL,EQ,133.8,140.5,128.05,132.55,132.5,129.8,38193,5173341.95,13-Jul-20,1071,INE099F01013
SREIBNPNCD,NJ,857,857,855,855,855,857,98,83972,13-Jul-20,4,INE881J07EL2
SREIBNPNCD,NN,1040.01,1040.01,1040,1040,1040,1173,10,10400.01,13-Jul-20,2,INE881J07EP3
SREIBNPNCD,NO,781,781,780,780,780,800,140,109300,13-Jul-20,4,INE881J08573
SREIBNPNCD,NU,750,750,698.1,724.05,698.1,800,70,51981,13-Jul-20,5,INE881J08631
SREIBNPNCD,NV,730,730,715,715,715,700,10,7165,13-Jul-20,3,INE881J08649
SREIBNPNCD,NX,868,869,868,869,869,775,220,191166,13-Jul-20,4,INE872A07UA9
SREIBNPNCD,NY,889,889,850,850,850,795.1,130,115280,13-Jul-20,3,INE872A07UB7
SREIBNPNCD,NZ,1189,1189,1189,1189,1189,1101.05,15,17835,13-Jul-20,1,INE872A07UC5
SREIBNPNCD,Y3,1070,1070,1070,1070,1070,1099,1,1070,13-Jul-20,1,INE872A07UK8
SREIBNPNCD,Y8,711,720.01,711,720.01,720.01,720.01,27,19395.22,13-Jul-20,3,INE872A07UR3
SREIBNPNCD,Y9,900,900,900,900,900,855.5,141,126900,13-Jul-20,3,INE872A07US1
SREINFRA,EQ,7.3,7.65,7.2,7.2,7.2,7.55,2149205,15849046.85,13-Jul-20,2315,INE872A01014
SRF,EQ,3916.6,3940.95,3816.05,3840.65,3840,3894.65,195859,756318681.7,13-Jul-20,17471,INE647A01010
SRHHYPOLTD,EQ,152.75,154.8,150,154.8,154.8,147.45,32376,4989821.05,13-Jul-20,463,INE917H01012
SRIPIPES,EQ,208.3,221.9,207.5,218.85,218.6,205.9,234508,50415120.15,13-Jul-20,6070,INE943C01027
SRPL,SM,22.5,22.5,22.5,22.5,22.5,23.5,4000,90000,13-Jul-20,1,INE008Z01012
SRTRANSFIN,EQ,706,712.85,682,689.15,691,698.9,3960319,2738056745,13-Jul-20,62928,INE721A01013
SRTRANSFIN,Y3,1044.95,1044.95,1040,1040,1040,1044,120,124929,13-Jul-20,8,INE721A07GT7
SRTRANSFIN,Y6,2124,2124,2124,2124,2124,2110,3,6372,13-Jul-20,2,INE721A07GW1
SRTRANSFIN,Y9,1016,1016,1016,1016,1016,1016.25,100,101600,13-Jul-20,1,INE721A07HJ6
SRTRANSFIN,YB,1011.2,1011.2,1005,1005,1005,1010.01,450,453318.69,13-Jul-20,11,INE721A07HL2
SRTRANSFIN,YG,1915,1918,1910,1918,1918,1920.17,213,407777.5,13-Jul-20,9,INE721A07HO6
SRTRANSFIN,YJ,981.05,981.05,981.05,981.05,981.05,985.39,100,98105,13-Jul-20,1,INE721A07NV9
SRTRANSFIN,YK,965,965,951,955,955,962.26,1282,1225548.7,13-Jul-20,34,INE721A07NW7
SRTRANSFIN,YL,950,950,950,950,950,950,200,190000,13-Jul-20,3,INE721A07NX5
SRTRANSFIN,YN,1120,1122,1120,1122,1122,1119.48,314,351768,13-Jul-20,9,INE721A07NZ0
SRTRANSFIN,YO,981,981,981,981,981,980.5,100,98100,13-Jul-20,1,INE721A07OB9
SRTRANSFIN,YQ,1025,1030,1025,1030,1030,1032,13,13340,13-Jul-20,3,INE721A07OD5
SRTRANSFIN,YR,1039.9,1039.9,1029,1029,1029,1001,30,31142.5,13-Jul-20,2,INE721A07OE3
SRTRANSFIN,YS,1048,1048,1048,1048,1048,1050,50,52400,13-Jul-20,1,INE721A07OF0
SRTRANSFIN,YT,1115,1135,1115,1135,0,1115,150,169509.9,13-Jul-20,7,INE721A07OG8
SRTRANSFIN,YW,978,1013,978,1013,1013,1005,40,39820,13-Jul-20,2,INE721A07ON4
SRTRANSFIN,YX,1008,1008,1008,1008,1008,1004,8,8064,13-Jul-20,1,INE721A07OO2
SRTRANSFIN,YY,1010,1010,1007,1007,1007,1010,30,30268,13-Jul-20,4,INE721A07OP9
SRTRANSFIN,Z1,1078,1090,1078,1090,1090,1079.51,235,255375,13-Jul-20,6,INE721A07OR5
SRTRANSFIN,Z2,1040,1045.15,1020.3,1045.1,1045.1,1065,308,321411.6,13-Jul-20,11,INE721A07OS3
SRTRANSFIN,Z6,1045,1045,1045,1045,1045,1045,5,5225,13-Jul-20,1,INE721A07PB6
SRTRANSFIN,Z7,1035,1035.55,1035,1035.55,1035.55,1035,482,499025.1,13-Jul-20,9,INE721A07PC4
SRTRANSFIN,ZA,1000,1000,1000,1000,1000,965.02,30,30000,13-Jul-20,3,INE721A07PF7
SRTRANSFIN,ZH,960,985.45,960,960.12,985.45,960,401,384985.45,13-Jul-20,15,INE721A07PM3
